WBGene00000001	aap-1	Y110A7A.10	ENSG00000145675;ENSG00000105647;ENSG00000117461;ENSG00000268173;ENSG00000278139	PIK3R1;PIK3R2;PIK3R3;;	Agammaglobulinemia 7, autosomal recessive, 615214|Immunodeficiency 36, 616005|SHORT syndrome, 269880;Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1, 603387;;;
WBGene00011672	cyp-13A5	T10B9.2	ENSG00000021461;ENSG00000106258;ENSG00000160868;ENSG00000160870;ENSG00000059377;ENSG00000282301;ENSG00000145476;ENSG00000142973;ENSG00000162365;ENSG00000171903;ENSG00000171954;ENSG00000186115;ENSG00000186160;ENSG00000186204;ENSG00000186377;ENSG00000186526;ENSG00000186529;ENSG00000187048	CYP3A43;CYP3A5;CYP3A4;CYP3A7;TBXAS1;CYP3A7-CYP3A51P;CYP4V2;CYP4B1;CYP4A22;CYP4F11;CYP4F22;CYP4F2;CYP4Z1;CYP4F12;CYP4X1;CYP4F8;CYP4F3;CYP4A11	Hypertension, salt-sensitive essential, susceptibility to, 145500;;;Ghosal hematodiaphyseal syndrome, 231095|Thromboxane synthase deficiency, 614158;;Bietti crystalline corneoretinal dystrophy, 210370;;;;Ichthyosis, congenital, autosomal recessive 5, 604777;;;;;;;
WBGene00011673	cyp-13A6	T10B9.3	ENSG00000021461;ENSG00000059377;ENSG00000106258;ENSG00000160868;ENSG00000160870;ENSG00000282301	CYP3A43;TBXAS1;CYP3A5;CYP3A4;CYP3A7;CYP3A7-CYP3A51P	Ghosal hematodiaphyseal syndrome, 231095|Thromboxane synthase deficiency, 614158;Hypertension, salt-sensitive essential, susceptibility to, 145500;;;
WBGene00011674	cyp-13A8	T10B9.4	ENSG00000021461;ENSG00000106258;ENSG00000160868;ENSG00000160870;ENSG00000059377;ENSG00000282301;ENSG00000145476;ENSG00000142973;ENSG00000162365;ENSG00000171903;ENSG00000171954;ENSG00000186115;ENSG00000186160;ENSG00000186204;ENSG00000186377;ENSG00000186526;ENSG00000186529;ENSG00000187048	CYP3A43;CYP3A5;CYP3A4;CYP3A7;TBXAS1;CYP3A7-CYP3A51P;CYP4V2;CYP4B1;CYP4A22;CYP4F11;CYP4F22;CYP4F2;CYP4Z1;CYP4F12;CYP4X1;CYP4F8;CYP4F3;CYP4A11	Hypertension, salt-sensitive essential, susceptibility to, 145500;;;Ghosal hematodiaphyseal syndrome, 231095|Thromboxane synthase deficiency, 614158;;Bietti crystalline corneoretinal dystrophy, 210370;;;;Ichthyosis, congenital, autosomal recessive 5, 604777;;;;;;;
WBGene00011675	cyp-13A3	T10B9.5	ENSG00000021461;ENSG00000106258;ENSG00000160868;ENSG00000160870;ENSG00000059377;ENSG00000282301;ENSG00000145476;ENSG00000142973;ENSG00000162365;ENSG00000171903;ENSG00000171954;ENSG00000186115;ENSG00000186160;ENSG00000186204;ENSG00000186377;ENSG00000186526;ENSG00000186529;ENSG00000187048	CYP3A43;CYP3A5;CYP3A4;CYP3A7;TBXAS1;CYP3A7-CYP3A51P;CYP4V2;CYP4B1;CYP4A22;CYP4F11;CYP4F22;CYP4F2;CYP4Z1;CYP4F12;CYP4X1;CYP4F8;CYP4F3;CYP4A11	Hypertension, salt-sensitive essential, susceptibility to, 145500;;;Ghosal hematodiaphyseal syndrome, 231095|Thromboxane synthase deficiency, 614158;;Bietti crystalline corneoretinal dystrophy, 210370;;;;Ichthyosis, congenital, autosomal recessive 5, 604777;;;;;;;
WBGene00011676	cyp-13A2	T10B9.7	ENSG00000021461;ENSG00000059377;ENSG00000106258;ENSG00000160868;ENSG00000160870;ENSG00000282301	CYP3A43;TBXAS1;CYP3A5;CYP3A4;CYP3A7;CYP3A7-CYP3A51P	Ghosal hematodiaphyseal syndrome, 231095|Thromboxane synthase deficiency, 614158;Hypertension, salt-sensitive essential, susceptibility to, 145500;;;
WBGene00011677	cyp-13A1	T10B9.8	ENSG00000021461;ENSG00000106258;ENSG00000160868;ENSG00000160870;ENSG00000059377;ENSG00000282301;ENSG00000145476;ENSG00000142973;ENSG00000162365;ENSG00000171903;ENSG00000171954;ENSG00000186115;ENSG00000186160;ENSG00000186204;ENSG00000186377;ENSG00000186526;ENSG00000186529;ENSG00000187048	CYP3A43;CYP3A5;CYP3A4;CYP3A7;TBXAS1;CYP3A7-CYP3A51P;CYP4V2;CYP4B1;CYP4A22;CYP4F11;CYP4F22;CYP4F2;CYP4Z1;CYP4F12;CYP4X1;CYP4F8;CYP4F3;CYP4A11	Hypertension, salt-sensitive essential, susceptibility to, 145500;;;Ghosal hematodiaphyseal syndrome, 231095|Thromboxane synthase deficiency, 614158;;Bietti crystalline corneoretinal dystrophy, 210370;;;;Ichthyosis, congenital, autosomal recessive 5, 604777;;;;;;;
WBGene00011679	ucr-2.2	T10B10.2	ENSG00000140740	UQCRC2	Mitochondrial complex III deficiency, nuclear type 5, 615160
WBGene00011687		T10C6.5	ENSG00000150316	CWC15	
WBGene00011688		T10C6.6	ENSG00000157800;ENSG00000134955;ENSG00000160190	SLC37A3;SLC37A2;SLC37A1	
WBGene00011696	eea-1	T10G3.5	ENSG00000102189;ENSG00000163820;ENSG00000188282	EEA1;FYCO1;RUFY4	Cataract 18, autosomal recessive, 610019;
WBGene00011697		T10H4.4	ENSG00000165443;ENSG00000168490	PHYHIPL;PHYHIP	
WBGene00011698	cyp-34A1	T10H4.10	ENSG00000198251;ENSG00000213908		
WBGene00011699	cyp-34A2	T10H4.11	ENSG00000198251;ENSG00000213908		
WBGene00011705		T11A5.6	ENSG00000103326	CAPN15	
WBGene00011717		T11G6.2	ENSG00000157800;ENSG00000134955;ENSG00000160190	SLC37A3;SLC37A2;SLC37A1	
WBGene00011718		T11G6.3	ENSG00000157800;ENSG00000134955;ENSG00000160190	SLC37A3;SLC37A2;SLC37A1	
WBGene00011719		T11G6.4	ENSG00000157800;ENSG00000134955;ENSG00000160190	SLC37A3;SLC37A2;SLC37A1	
WBGene00011722		T11G6.8	ENSG00000086589	RBM22	
WBGene00011724	scl-18	T12A7.3	ENSG00000139278;ENSG00000096006;ENSG00000101074;ENSG00000103196;ENSG00000121005;ENSG00000124490;ENSG00000124812;ENSG00000137558;ENSG00000164530;ENSG00000173401;ENSG00000140839;ENSG00000157322;ENSG00000157335;ENSG00000180481	GLIPR1;CRISP3;R3HDML;CRISPLD2;CRISPLD1;CRISP2;CRISP1;PI15;PI16;GLIPR1L1;CLEC18B;CLEC18A;CLEC18C;GLIPR1L2	
WBGene00011729	set-16	T12D8.1	ENSG00000055609;ENSG00000167548	KMT2C;KMT2D	Kleefstra syndrome 2, 617768;Kabuki syndrome 1, 147920
WBGene00011730	drr-2	T12D8.2	ENSG00000106682	EIF4H	
WBGene00011731	acbp-5	T12D8.3	ENSG00000230124	ACBD6	
WBGene00011732	arrd-17	T12D8.4	ENSG00000105643;ENSG00000113369;ENSG00000140450;ENSG00000265972;ENSG00000197070	ARRDC2;ARRDC3;ARRDC4;TXNIP;ARRDC1	
WBGene00011734	mlc-5	T12D8.6	ENSG00000092841;ENSG00000168530;ENSG00000196465;ENSG00000160808;ENSG00000198336	MYL6;MYL1;MYL6B;MYL3;MYL4	Cardiomyopathy, hypertrophic, 8, 608751;Atrial fibrillation, familial, 18, 617280
WBGene00011735	hip-1	T12D8.8	ENSG00000100380;ENSG00000212789	ST13;	
WBGene00011739		T12G3.4	ENSG00000101474	APMAP	
WBGene00011740	mrpl-51	T12G3.5	ENSG00000111639	MRPL51	
WBGene00011742	tgn-38	T12G3.7	ENSG00000113583	C5orf15	
WBGene00011743		T13F2.2	ENSG00000113387	SUB1	
WBGene00011755		T13H5.1	ENSG00000132334;ENSG00000132670	PTPRE;PTPRA	
WBGene00011756	ctg-2	T13H5.2	ENSG00000214491;ENSG00000100003;ENSG00000100012;ENSG00000133488;ENSG00000249590	SEC14L6;SEC14L2;SEC14L3;SEC14L4;	
WBGene00011758		T13H5.4	ENSG00000183431	SF3A3	
WBGene00011759	mrps-18B	T13H5.5	ENSG00000204568;ENSG00000203624;ENSG00000223775;ENSG00000226111;ENSG00000227420;ENSG00000229861;ENSG00000233813	MRPS18B;MRPS18B;MRPS18B;MRPS18B;MRPS18B;MRPS18B;MRPS18B	
WBGene00011761		T13H5.8	ENSG00000049656;ENSG00000274811;ENSG00000104853	CLPTM1L;CLPTM1L;CLPTM1	
WBGene00011767	agxt-1	T14D7.1	ENSG00000172482	AGXT	Hyperoxaluria, primary, type 1, 259900
WBGene00011771		T14G8.3	ENSG00000149428;ENSG00000280682	HYOU1;HYOU1	
WBGene00011775		T14G10.5	ENSG00000181789;ENSG00000158623	COPG1;COPG2	
WBGene00011776	hpo-5	T14G10.7	ENSG00000087111	PIGS	
WBGene00011779	bgnt-1.7	T15D6.4	ENSG00000174684	B4GAT1	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13, 615287
WBGene00011780		T15D6.5	ENSG00000162630;ENSG00000169255;ENSG00000172318;ENSG00000183778;ENSG00000235863	B3GALT2;B3GALNT1;B3GALT1;B3GALT5;B3GALT4	Blood group, globoside system, 615021|Blood group, P1PK system, P(k) phenotype, 111400;;;
WBGene00011781	glct-3	T15D6.7	ENSG00000109956;ENSG00000112309;ENSG00000149541	B3GAT1;B3GAT2;B3GAT3	Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart d
WBGene00011791		T15H9.6	ENSG00000090060;ENSG00000115421;ENSG00000218823	PAPOLA;PAPOLG;PAPOLB	
WBGene00011794	nep-21	T16A9.4	ENSG00000117298;ENSG00000142606;ENSG00000145194;ENSG00000196549	ECE1;MMEL1;ECE2;MME	Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870|Hypertension, essential, susceptibility to, 145500;;;Charcot-Marie-Tooth disease, axonal, type 2T, 617017|Spinocerebellar ataxia 43, 617018
WBGene00011803		T16G12.1	ENSG00000141279;ENSG00000072657;ENSG00000166825;ENSG00000172901	NPEPPS;TRHDE;ANPEP;LVRN	
WBGene00011806	ekl-6	T16G12.5	ENSG00000103047	TANGO6	
WBGene00011807		T16G12.6	ENSG00000117408	IPO13	
WBGene00011814		T16H12.4	ENSG00000145736;ENSG00000183474;ENSG00000274675;ENSG00000275045;ENSG00000276910;ENSG00000226259	GTF2H2;GTF2H2C;GTF2H2C_2;GTF2H2;GTF2H2;	
WBGene00011815	bath-43	T16H12.5	ENSG00000121067;ENSG00000144228	SPOP;SPOPL	
WBGene00011821	cdf-2	T18D3.3	ENSG00000158014;ENSG00000164756;ENSG00000115194;ENSG00000104154;ENSG00000170385;ENSG00000196660	SLC30A2;SLC30A8;SLC30A3;SLC30A4;SLC30A1;SLC30A10	Zinc deficiency, transient neonatal, 608118;Diabetes mellitus, noninsulin-dependent, susceptibility to, 125853;;;;Hypermanganesemia with dystonia 1, 613280
WBGene00011824		T18D3.7	ENSG00000102804;ENSG00000157514;ENSG00000166925;ENSG00000196428	TSC22D1;TSC22D3;TSC22D4;TSC22D2	
WBGene00011826		T18D3.9	ENSG00000115204	MPV17	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type), 256810
WBGene00011827		T19A6.1	ENSG00000122490	PQLC1	
WBGene00011828	nepr-1	T19A6.3	ENSG00000205423	CNEP1R1	
WBGene00011829		T19A6.4	ENSG00000164124	TMEM144	
WBGene00011830	cyp-29A2	T19B10.1	ENSG00000145476;ENSG00000021461;ENSG00000106258;ENSG00000160868;ENSG00000160870;ENSG00000142973;ENSG00000162365;ENSG00000171903;ENSG00000171954;ENSG00000186115;ENSG00000186160;ENSG00000186204;ENSG00000186377;ENSG00000186526;ENSG00000186529;ENSG00000187048	CYP4V2;CYP3A43;CYP3A5;CYP3A4;CYP3A7;CYP4B1;CYP4A22;CYP4F11;CYP4F22;CYP4F2;CYP4Z1;CYP4F12;CYP4X1;CYP4F8;CYP4F3;CYP4A11	Bietti crystalline corneoretinal dystrophy, 210370;;Hypertension, salt-sensitive essential, susceptibility to, 145500;;;;;;Ichthyosis, congenital, autosomal recessive 5, 604777;;;;;;;
WBGene00011832	bgal-1	T19B10.3	ENSG00000170266;ENSG00000163521;ENSG00000149328;ENSG00000166105	GLB1;GLB1L;GLB1L2;GLB1L3	GM1-gangliosidosis, type I, 230500|GM1-gangliosidosis, type II, 230600|GM1-gangliosidosis, type III, 230650|Mucopolysaccharidosis type IVB (Morquio), 253010;;;
WBGene00011833		T19B10.5	ENSG00000185567	AHNAK2	
WBGene00011834	dvc-1	T19B10.6	ENSG00000010072	SPRTN	Ruijs-Aalfs syndrome, 616200
WBGene00011835		T19B10.8	ENSG00000197121	PGAP1	Mental retardation, autosomal recessive 42, 615802
WBGene00011837	srsx-33	T19B10.10	ENSG00000112459;ENSG00000136839;ENSG00000148215;ENSG00000149133;ENSG00000153230;ENSG00000162727;ENSG00000167822;ENSG00000167825;ENSG00000169208;ENSG00000170605;ENSG00000170790;ENSG00000171133;ENSG00000171180;ENSG00000172324;ENSG00000172362;ENSG00000172365;ENSG00000172459;ENSG00000172487;ENSG00000172489;ENSG00000172769;ENSG00000174339;ENSG00000174914;ENSG00000174937;ENSG00000174957;ENSG00000174970;ENSG00000175143;ENSG00000175398;ENSG00000176253;ENSG00000176269;ENSG00000176294;ENSG00000177151;ENSG00000177174;ENSG00000177186;ENSG00000177201;ENSG00000177212;ENSG00000177275;ENSG00000177462;ENSG00000181273;ENSG00000181693;ENSG00000181698;ENSG00000181718;ENSG00000181733;ENSG00000181767;ENSG00000181961;ENSG00000182083;ENSG00000182334;ENSG00000182613;ENSG00000182783;ENSG00000183310;ENSG00000184022;ENSG00000185372;ENSG00000186943;ENSG00000187080;ENSG00000187701;ENSG00000188124;ENSG00000196071;ENSG00000196099;ENSG00000196231;ENSG00000196240;ENSG00000196266;ENSG00000196539;ENSG00000196772;ENSG00000196944;ENSG00000197454;ENSG00000197786;ENSG00000198104;ENSG00000198128;ENSG00000198283;ENSG00000198601;ENSG00000203661;ENSG00000203663;ENSG00000204246;ENSG00000204695;ENSG00000204700;ENSG00000204701;ENSG00000204702;ENSG00000204703;ENSG00000206522;ENSG00000206524;ENSG00000225291;ENSG00000225550;ENSG00000225736;ENSG00000226000;ENSG00000226271;ENSG00000226347;ENSG00000226832;ENSG00000226931;ENSG00000228198;ENSG00000229866;ENSG00000230301;ENSG00000231192;ENSG00000231319;ENSG00000231676;ENSG00000232178;ENSG00000232945;ENSG00000233054;ENSG00000233180;ENSG00000233412;ENSG00000233618;ENSG00000233636;ENSG00000233687;ENSG00000234100;ENSG00000234195;ENSG00000234746;ENSG00000236032;ENSG00000236927;ENSG00000237777;ENSG00000241128;ENSG00000244623;ENSG00000254834;ENSG00000255012;ENSG00000255223;ENSG00000261897;ENSG00000262611;ENSG00000262784;ENSG00000262796;ENSG00000262851;ENSG00000273508;ENSG00000273827;ENSG00000274870;ENSG00000275102;ENSG00000275244;ENSG00000275617;ENSG00000275754;ENSG00000276119;ENSG00000276821;ENSG00000277113;ENSG00000277556;ENSG00000278253;ENSG00000278377;ENSG00000278659;ENSG00000278689;ENSG00000279263;ENSG00000279301;ENSG00000279486;ENSG00000280808;ENSG00000281395;ENSG00000281489	OR14J1;OR13C9;OR5C1;OR5F1;OR14K1;OR2M5;OR8J3;OR5I1;OR10G3;OR9K2;OR10A2;OR2K2;OR2M4;OR5A2;OR5B12;OR5B2;OR5AR1;OR8J1;OR5T3;OR5B3;OR2Y1;OR9G1;OR5M3;OR5J2;OR10AG1;OR2T1;OR10P1;OR4K13;OR4F21;OR4N2;OR2T35;OR14C36;OR2M7;OR2T12;OR2T33;OR2AJ1;OR2T8;OR5AK2;OR8H1;OR5T1;OR5T2;OR2Z1;OR8H2;OR4A16;OR6B2;OR5P3;OR2V2;OR2T29;OR2T34;OR2T10;OR2V1;OR13C8;OR2AK2;OR2T27;OR2AG2;OR2L13;OR6M1;OR2J2;OR2T2;OR10J3;OR2T3;OR14A16;OR2T4;OR2L5;OR5B17;OR2T6;OR2L3;OR5B21;OR2M2;OR2T5;OR2L2;OR13C3;OR14J1;OR2J2;OR2J3;OR2J1;OR2B3;OR2J3;OR2B3;OR14J1;OR2J2;OR2B3;OR2J2;OR2J3;OR2J2;OR2B3;OR2J1;OR2M3;OR2J3;OR5H6;OR5H1;OR2B3;OR2J2;OR2J3;OR2J2;OR2B3;OR2B3;OR5H15;OR2J3;OR2J3;OR2B3;OR14J1;OR14J1;OR2J2;OR5H14;OR14J1;OR14J1;OR14A2;OR2AE1;OR5M10;OR5M1;OR5M11;OR5T3;OR8H1;OR5T1;OR8J1;OR5T2;OR2T1;OR2T5;OR2T4;OR2T5;OR2T1;OR2T4;OR2T2;OR13C2;OR2T2;OR2T3;OR13C5;OR5P3;OR2T3;OR2T6;OR2T6;OR2L8;OR2T11;OR2AG1;OR5P3;OR2T7;OR2T7	C3HEX, ability to smell, 615082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBGene00011850		T20B3.1	ENSG00000005469	CROT	
WBGene00011852	clec-26	T20B3.12	ENSG00000163815;ENSG00000166509	CLEC3B;CLEC3A	
WBGene00011853	clec-40	T20B3.13	ENSG00000163815;ENSG00000166509	CLEC3B;CLEC3A	
WBGene00011857		T20D3.3	ENSG00000181924	COA4	
WBGene00011858		T20D3.5	ENSG00000122696;ENSG00000141437;ENSG00000269743	SLC25A51;SLC25A52;SLC25A53	
WBGene00011859		T20D3.6	ENSG00000146066	HIGD2A	
WBGene00011860		T20D3.8	ENSG00000135845	PIGC	Glycosylphosphatidylinositol biosynthesis defect 16, 617816
WBGene00011866		T20F10.5	ENSG00000112379	ARFGEF3	
WBGene00011867	chc-1	T20G5.1	ENSG00000141367;ENSG00000070371	CLTC;CLTCL1	
WBGene00011868	best-18	T20G5.4	ENSG00000039987;ENSG00000142959;ENSG00000167995;ENSG00000127325	BEST2;BEST4;BEST1;BEST3	Bestrophinopathy, autosomal recessive, 611809|Macular dystrophy, vitelliform, 2, 153700|Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma, 193220|Retinitis pigmentosa, concentric, 613194|Retinitis pigmentosa-50, 613194|Vitreoretinochoroidopathy, 193220;
WBGene00011871		T20G5.9	ENSG00000170473	PYM1	
WBGene00011872	blos-1	T20G5.10	ENSG00000135441;ENSG00000258311	BLOC1S1;	
WBGene00011878	ador-1	T21B4.4	ENSG00000128271;ENSG00000163485;ENSG00000170425;ENSG00000282608;ENSG00000121933	ADORA2A;ADORA1;ADORA2B;ADORA3;TMIGD3	
WBGene00011879	pho-7	T21B6.2	ENSG00000014257;ENSG00000162836	ACPP;ACP6	
WBGene00011880		T21B6.3	ENSG00000126759	CFP	Properdin deficiency, X-linked, 312060
WBGene00011882	nstp-9	T21B6.5	ENSG00000181830	SLC35C1	Congenital disorder of glycosylation, type IIc, 266265
WBGene00011883	mrpl-50	T21B10.1	ENSG00000136897	MRPL50	
WBGene00011884	enol-1	T21B10.2	ENSG00000074800;ENSG00000108515;ENSG00000111674	ENO1;ENO3;ENO2	Enolase deficiency;Glycogen storage disease XIII, 612932;
WBGene00011887	set-17	T21B10.5	ENSG00000126856;ENSG00000164256;ENSG00000019485	PRDM7;PRDM9;PRDM11	
WBGene00011890	mics-1	T21C9.1	ENSG00000213463	SYNJ2BP	
WBGene00011892		T21C9.4	ENSG00000100632	ERH	
WBGene00011897	scpl-4	T21C9.12	ENSG00000105197	TIMM50	3-methylglutaconic aciduria, type IX, 617698
WBGene00011904	hlb-1	T21H8.1	ENSG00000110841;ENSG00000166387	PPFIBP1;PPFIBP2	
WBGene00011906	hsp-12.1	T22A3.2	ENSG00000004776;ENSG00000109846;ENSG00000160202;ENSG00000106211;ENSG00000170276;ENSG00000152137;ENSG00000169271;ENSG00000254445;ENSG00000276076	HSPB6;CRYAB;CRYAA;HSPB1;HSPB2;HSPB8;HSPB3;HSPB2-C11orf52;	Cardiomyopathy, dilated, 1II, 615184|Cataract 16, multiple types, 613763|Myopathy, myofibrillar, 2, 608810|Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related, 613869;Cataract 9, multiple types, 604219;Charcot-Marie-Tooth disease, axonal, type 2F, 606595|Neuropathy, distal hereditary motor, type IIB, 608634;;Charcot-Marie-Tooth disease, axonal, type 2L, 608673|Neuropathy, distal hereditary motor, type IIA, 158590;Neuronopathy, distal hereditary motor, type IIC, 613376;;
WBGene00011908	pash-1	T22A3.5	ENSG00000128191	DGCR8	
WBGene00011912		T22C1.1	ENSG00000012963;ENSG00000278787;ENSG00000259066;ENSG00000281847	UBR7;UBR7;;	
WBGene00011914		T22C1.3	ENSG00000101464	PIGU	
WBGene00011917		T22C1.6	ENSG00000084652;ENSG00000164440;ENSG00000086712	TXLNA;TXLNB;TXLNG	
WBGene00011918		T22C1.8	ENSG00000110786;ENSG00000143851;ENSG00000153233;ENSG00000072135;ENSG00000127947;ENSG00000134242;ENSG00000169410	PTPN5;PTPN7;PTPRR;PTPN18;PTPN12;PTPN22;PTPN9	Colon cancer, somatic, 114500;Diabetes, type 1, susceptibility to, 222100|Rheumatoid arthritis, susceptibility to, 180300|Systemic lupus erythematosus susceptibility to, 152700;
WBGene00011923	chhy-1	T22C8.2	ENSG00000114378;ENSG00000068001;ENSG00000106302;ENSG00000186792;ENSG00000106304	HYAL1;HYAL2;HYAL4;HYAL3;SPAM1	Mucopolysaccharidosis type IX, 601492;;;;
WBGene00011926	sptf-2	T22C8.5	ENSG00000164651;ENSG00000105866;ENSG00000167182;ENSG00000170374;ENSG00000172845;ENSG00000185591;ENSG00000189120;ENSG00000204335;ENSG00000217236	SP8;SP4;SP2;SP7;SP3;SP1;SP6;SP5;SP9	Osteogenesis imperfecta, type XII, 613849;;;;;
WBGene00011929		T22G5.1	ENSG00000006007	GDE1	
WBGene00011932	sptl-3	T22G5.5	ENSG00000100596;ENSG00000172296	SPTLC2;SPTLC3	Neuropathy, hereditary sensory and autonomic, type IC, 613640;
WBGene00011935	scrm-1	T22H2.5	ENSG00000188313;ENSG00000163746;ENSG00000187838;ENSG00000231213;ENSG00000114698	PLSCR1;PLSCR2;PLSCR3;PLSCR5;PLSCR4	
WBGene00011936	pgrn-1	T22H2.6	ENSG00000030582	GRN	Aphasia, primary progressive, 607485|Ceroid lipofuscinosis, neuronal, 11, 614706|Frontotemporal lobar degeneration with ubiquitin-positive inclusions, 607485
WBGene00011938	alh-13	T22H6.2	ENSG00000059573	ALDH18A1	Cutis laxa, autosomal dominant 3, 616603|Cutis laxa, autosomal recessive, type IIIA, 219150|Spastic paraplegia 9A, autosomal dominant, 601162|Spastic paraplegia 9B, autosomal recessive, 616586
WBGene00011939	prmt-3	T23B5.1	ENSG00000164169	PRMT9	
WBGene00011941		T23B5.4	ENSG00000130921	C12orf65	Combined oxidative phosphorylation deficiency 7, 613559|Spastic paraplegia 55, autosomal recessive, 615035
WBGene00011944		T23D8.3	ENSG00000135521;ENSG00000280148	LTV1;	
WBGene00011948		T23F1.5	ENSG00000243978	RTL9	
WBGene00011949		T23F6.1	ENSG00000171396;ENSG00000188581;ENSG00000196156;ENSG00000198090;ENSG00000198271;ENSG00000198443;ENSG00000204880;ENSG00000204887;ENSG00000212721;ENSG00000212722;ENSG00000212724;ENSG00000212725;ENSG00000213416;ENSG00000213417;ENSG00000214518;ENSG00000221852;ENSG00000221880;ENSG00000240871;ENSG00000241241;ENSG00000244537	KRTAP4-4;KRTAP1-1;KRTAP4-3;KRTAP4-6;KRTAP4-5;KRTAP4-1;KRTAP4-8;KRTAP1-4;KRTAP4-11;KRTAP4-9;KRTAP2-3;KRTAP2-1;KRTAP4-12;KRTAP2-4;KRTAP2-2;KRTAP1-5;KRTAP1-3;KRTAP4-7;KRTAP4-16;KRTAP4-2	
WBGene00011953	ppm-2	T23F11.1	ENSG00000100614;ENSG00000138032;ENSG00000115241	PPM1A;PPM1B;PPM1G	
WBGene00011955	cdka-1	T23F11.3	ENSG00000176749;ENSG00000171450	CDK5R1;CDK5R2	
WBGene00011962		T23G5.2	ENSG00000129657;ENSG00000103184;ENSG00000100003;ENSG00000100012	SEC14L1;SEC14L5;SEC14L2;SEC14L3	
WBGene00011964	saeg-2	T23G5.6	ENSG00000101457	DNTTIP1	
WBGene00011965		T23G7.2	ENSG00000188167	TMPPE	
WBGene00011966		T23G7.3	ENSG00000254093	PINX1	
WBGene00011967	pir-1	T23G7.5	ENSG00000144048	DUSP11	
WBGene00011969		T23G11.4	ENSG00000136819	C9orf78	
WBGene00011970	rlbp-1	T23G11.5	ENSG00000017797	RALBP1	
WBGene00011971	lron-9	T23G11.6	ENSG00000172061;ENSG00000178732;ENSG00000178772	LRRC15;GP5;CPN2	
WBGene00011972		T23G11.7	ENSG00000009844	VTA1	
WBGene00011975		T24B1.1	ENSG00000066455	GOLGA5	
WBGene00011976		T24B8.2	ENSG00000147457	CHMP7	
WBGene00011980		T24B8.7	ENSG00000162402;ENSG00000114374;ENSG00000124486;ENSG00000115464	USP24;USP9Y;USP9X;USP34	Spermatogenic failure, Y-linked, 2, 415000;Mental retardation, X-linked 99, 300919|Mental retardation, X-linked 99, syndromic, female-restricted, 300968;
WBGene00011992		T24D5.4	ENSG00000134318;ENSG00000143776;ENSG00000122966	ROCK2;CDC42BPA;CIT	Microcephaly 17, primary, autosomal recessive, 617090
WBGene00011994	samp-1	T24F1.2	ENSG00000188807	TMEM201	
WBGene00011995	rsf-1	T24F1.3	ENSG00000068028;ENSG00000266094;ENSG00000153179	RASSF1;RASSF5;RASSF3	Lung cancer, 211980;;
WBGene00012000		T24H10.1	ENSG00000187735;ENSG00000204219;ENSG00000171703;ENSG00000282941;ENSG00000176896	TCEA1;TCEA3;TCEA2;TCEA3;TCEANC	
WBGene00012002		T24H10.4	ENSG00000126106	TMEM53	
WBGene00012004	dyrb-1	T24H10.6	ENSG00000125971;ENSG00000168589	DYNLRB1;DYNLRB2	
WBGene00012007		T25B9.1	ENSG00000100116;ENSG00000023330;ENSG00000158578	GCAT;ALAS1;ALAS2	Anemia, sideroblastic, 1, 300751|Protoporphyria, erythropoietic, X-linked, 300752
WBGene00012010		T25B9.4	ENSG00000151422;ENSG00000182511	FER;FES	
WBGene00012011		T25B9.5	ENSG00000070759;ENSG00000106683;ENSG00000107140;ENSG00000182541	TESK2;LIMK1;TESK1;LIMK2	
WBGene00012013	ugt-54	T25B9.7	ENSG00000156096;ENSG00000171234;ENSG00000174607;ENSG00000213759;ENSG00000109181;ENSG00000135220;ENSG00000135226;ENSG00000167165;ENSG00000173610;ENSG00000196620;ENSG00000197888;ENSG00000240224;ENSG00000241119;ENSG00000242366;ENSG00000242515;ENSG00000243135;ENSG00000244122;ENSG00000244474;ENSG00000271271;ENSG00000278216	UGT2B4;UGT2B7;UGT8;UGT2B11;UGT2B10;UGT2A3;UGT2B28;UGT1A6;UGT2A1;UGT2B15;UGT2B17;UGT1A5;UGT1A9;UGT1A8;UGT1A10;UGT1A3;UGT1A7;UGT1A4;UGT2A2;UGT2A3	Bone mineral density QTL 12, osteoporosis, 612560;;;;;;;;;
WBGene00012015		T25B9.9	ENSG00000142657	PGD	
WBGene00012016	inpp-1	T25B9.10	ENSG00000148384;ENSG00000165458;ENSG00000168918;ENSG00000132376	INPP5E;INPPL1;INPP5D;INPP5K	Joubert syndrome 1, 213300|Mental retardation, truncal obesity, retinal dystrophy, and micropenis, 610156;Opsismodysplasia, 258480;;Muscular dystrophy, congenital, with cataracts and intellectual disability, 617404
WBGene00012017		T25C8.1	ENSG00000197417;ENSG00000262304	SHPK;	Sedoheptulokinase deficiency, 617213;
WBGene00012019	dkf-2	T25E12.4	ENSG00000115825;ENSG00000105287;ENSG00000184304	PRKD3;PRKD2;PRKD1	Congenital heart defects and ectodermal dysplasia, 617364
